id,timestamp,customer_id,items,total
2736535735,1926460834,958420868,43836,0.79
2736535735,1926460819,958420868,14588,1.15
1357206404,1926288017,4036240255,46636,3.65
2050287808,1926547241,3031153441,46361,1.15
2050287808,1926806417,3031153441,5049,0.5
2050287808,1926288044,3031153441,12388,2.0
2782602269,1925856054,824870520,25737,1.5
2782602269,1925942428,824870520,1960,1.79
2782602269,1926806422,824870520,31458,1.5
2782602269,1926374400,824870520,6133,1.77
2782602269,1926806414,824870520,12132,9.5
2782602269,1926633618,824870520,13222,1.3
2782602269,1926806437,824870520,57525,1.0
2782602269,1925856003,824870520,45061,0.85
2782602269,1926028801,824870520,14679,0.6000000000000001
2782602269,1926633651,824870520,38518,3.0
2782602269,1926720044,824870520,28451,0.55
2782602269,1926028827,824870520,46225,1.7000000000000002
2124769524,1925942433,915486375,39962,1.65
2124769524,1926806457,915486375,47290,0.3
2124769524,1926115246,915486375,60151,9.75
2124769524,1926028800,915486375,46980,1.75
2124769524,1925942434,915486375,36126,1.45
2124769524,1926115257,915486375,54442,0.7000000000000001
2124769524,1925769605,915486375,46980,1.75
2124769524,1925856004,915486375,20944,1.5
2124769524,1926633619,915486375,36088,0.75
2124769524,1926028846,915486375,34797,2.5
2124769524,1926028859,915486375,2648,2.0
2124769524,1926201620,915486375,23876,1.13
2124769524,1926115217,915486375,16846,1.0
1069294179,1925942406,3396477435,35126,1.5
1069294179,1926374401,3396477435,23056,0.6900000000000001
1069294179,1926720024,3396477435,37445,1.0
1069294179,1926460837,3396477435,48466,7.6
1069294179,1926115222,3396477435,46067,3.1
1069294179,1926460824,3396477435,60756,0.8
1069294179,1925856005,3396477435,13573,2.5
1069294179,1925942431,3396477435,13222,1.3
1069294179,1926547232,3396477435,15555,0.65
1069294179,1926028807,3396477435,37577,0.85
1069294179,1926201617,3396477435,33464,0.5
1069294179,1926028857,3396477435,8560,3.0
311762575,1926547253,109759433,6133,1.77
311762575,1926806433,109759433,13484,3.5
311762575,1925942426,109759433,45061,0.85
311762575,1926720035,109759433,27732,6.5
311762575,1926201646,109759433,29082,8.75
311762575,1926547258,109759433,13573,2.5
3279863526,1925942454,2326982145,48274,1.85
3279863526,1926806419,2326982145,26352,2.0
3279863526,1926720037,2326982145,28451,0.55
3279863526,1926547215,2326982145,13824,1.48
3279863526,1926028842,2326982145,41109,1.3
3279863526,1926806401,2326982145,64051,1.2
3279863526,1926374442,2326982145,3058,0.9
36834558,1925856055,3444299591,59580,3.75
36834558,1925769606,3444299591,14428,4.0
36834558,1926028827,3444299591,11726,0.85
36834558,1926460823,3444299591,25983,0.7000000000000001
36834558,1926806411,3444299591,44662,4.5
36834558,1926806443,3444299591,33464,0.5
36834558,1926374417,3444299591,60756,0.8
36834558,1925769627,3444299591,29284,2.0
36834558,1925942451,3444299591,3410,1.0
36834558,1926460845,3444299591,61107,0.5
36834558,1926460821,3444299591,36088,0.75
350231424,1925769645,1184104536,39073,13.0
350231424,1925769629,1184104536,57458,0.55
350231424,1926720032,1184104536,33067,0.9
350231424,1925942413,1184104536,32,1.4
350231424,1926201645,1184104536,51974,0.99
350231424,1925769639,1184104536,24056,1.2
350231424,1926460808,1184104536,46636,3.65
350231424,1926633600,1184104536,32306,0.6000000000000001
350231424,1925769611,1184104536,41371,0.6000000000000001
350231424,1926720040,1184104536,12543,1.0
350231424,1926288028,1184104536,55306,2.0
350231424,1926806450,1184104536,24737,2.9
350231424,1926720006,1184104536,24832,0.95
350231424,1926460854,1184104536,52120,1.03
350231424,1926633603,1184104536,35773,0.45
350231424,1926460821,1184104536,15921,0.6000000000000001
350231424,1926460831,1184104536,26820,1.35
350231424,1925769651,1184104536,50576,0.99
350231424,1925942440,1184104536,54600,3.0
350231424,1925769631,1184104536,65180,0.35
350231424,1926028809,1184104536,55306,2.0
350231424,1926633639,1184104536,35527,0.6900000000000001
350231424,1926547222,1184104536,51974,0.99
350231424,1925942450,1184104536,54698,1.0
350231424,1926028829,1184104536,3628,0.85
350231424,1926028840,1184104536,56792,1.65
350231424,1926547250,1184104536,39584,2.25
350231424,1926374407,1184104536,16846,1.0
350231424,1926115223,1184104536,18940,3.5
350231424,1926720039,1184104536,31297,1.1
350231424,1926460852,1184104536,3058,0.9
350231424,1926374421,1184104536,38518,3.0
350231424,1925769635,1184104536,16846,1.0
350231424,1926115247,1184104536,63381,0.45
350231424,1925856045,1184104536,17910,1.15
350231424,1925856058,1184104536,52120,1.03
350231424,1926028834,1184104536,52120,1.03
350231424,1925769602,1184104536,64049,1.0
350231424,1926806455,1184104536,29991,3.8
350231424,1926374448,1184104536,46225,1.7000000000000002
350231424,1926288016,1184104536,3058,0.9
350231424,1926633634,1184104536,49742,0.95
350231424,1926115250,1184104536,24832,0.95
350231424,1925769631,1184104536,54442,0.7000000000000001
350231424,1926115256,1184104536,11921,0.6000000000000001
350231424,1925769603,1184104536,53646,1.35
350231424,1926374451,1184104536,28285,10.8
350231424,1926028835,1184104536,10921,1.5
350231424,1926028800,1184104536,25512,1.0
350231424,1926460844,1184104536,50775,0.6900000000000001
350231424,1926547235,1184104536,45061,0.85
350231424,1926460833,1184104536,3776,1.65
350231424,1926201611,1184104536,41231,3.75
350231424,1926374423,1184104536,36057,0.65
350231424,1925856040,1184104536,25652,1.46
350231424,1926806433,1184104536,31458,1.5
350231424,1926374417,1184104536,35527,0.6900000000000001
350231424,1926115257,1184104536,52831,8.5
350231424,1926633609,1184104536,3431,0.95
350231424,1925856054,1184104536,13413,4.0
350231424,1926547219,1184104536,13009,1.46
350231424,1926028834,1184104536,6133,1.77
2354213320,1926720020,4148930535,5049,0.5
2354213320,1925942428,4148930535,27376,1.79
2354213320,1925769611,4148930535,16744,1.0
2354213320,1926547200,4148930535,12612,1.1
2354213320,1926547258,4148930535,6133,1.77
2354213320,1926374428,4148930535,13824,1.48
2354213320,1926288029,4148930535,41765,1.5
2354213320,1926201608,4148930535,39962,1.65
2354213320,1926633606,4148930535,59734,1.0
2354213320,1925856031,4148930535,4367,0.75
2354213320,1925856056,4148930535,44662,4.5
2354213320,1926460818,4148930535,49742,0.95
2354213320,1926460840,4148930535,16744,1.0
2354213320,1926460852,4148930535,59564,1.2
2354213320,1926720030,4148930535,64051,1.2
2354213320,1926288022,4148930535,35566,1.0
2354213320,1925769645,4148930535,52972,1.2
2354213320,1926201629,4148930535,51583,1.45
2354213320,1926460815,4148930535,53453,1.55
2354213320,1926028851,4148930535,46361,1.15
2354213320,1926115231,4148930535,17440,1.25
2354213320,1926460817,4148930535,1750,4.0
2354213320,1926633635,4148930535,27787,1.1
2354213320,1926288030,4148930535,20944,1.5
2354213320,1926460827,4148930535,50576,0.99
2354213320,1925942408,4148930535,49258,0.99
2354213320,1925942411,4148930535,54600,3.0
2354213320,1926806427,4148930535,13573,2.5
2354213320,1926633628,4148930535,51583,1.45
2354213320,1926720047,4148930535,33067,0.9
2354213320,1926374427,4148930535,5651,1.48
2354213320,1925856057,4148930535,885,0.7000000000000001
2354213320,1926115259,4148930535,14428,4.0
2354213320,1926288050,4148930535,13573,2.5
2354213320,1925856023,4148930535,18736,9.5
2354213320,1926806450,4148930535,43632,2.5
2354213320,1926374421,4148930535,28285,10.8
2354213320,1926288035,4148930535,3058,0.9
2354213320,1925942405,4148930535,35925,0.89
2354213320,1926201619,4148930535,7244,0.79
2354213320,1926720036,4148930535,65180,0.35
